full_name,a,e,G,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,neo,pha,moid
   384 Burdigala (1894 AV),2.651000428,0.148580108,,5.590465593,47.8325245,34.8223101,2.257114497,3.044886359,4.316412078,43823,0,2531,9.64,34.435,,0.192,21.1,,0.846,0.419,,S,S,N,N,1.27543
   385 Ilmatar (1894 AX),2.84990879,0.122066476,,13.55040818,345.0025175,188.2113163,2.502030467,3.197787113,4.811213658,45713,0,1947,7.49,85.837,,0.242,62.35,,0.847,0.37,,,S,N,N,1.50908
   386 Siegena (1894 AY),2.899545276,0.16874655,0.16,20.20969697,166.676968,220.3548486,2.410257014,3.388833537,4.93745379,45820,0,3129,7.43,165.01,,0.0692,9.763,,0.723,0.407,,C,C,N,N,1.44016
   387 Aquitania (1894 AZ),2.741148818,0.235067234,,18.11271767,128.2281007,157.2445316,2.096794547,3.385503089,4.538445489,45646,0,2453,7.41,100.51,,0.19,24.144,,0.881,0.449,,L,S,N,N,1.08997
   388 Charybdis (1894 BA),3.003486445,0.065556026,0.07,6.446024191,354.2641546,332.6177201,2.80658981,3.20038308,5.205311414,45718,0,2468,8.57,125.754,,0.042,9.516,,0.719,0.28,,C,C,N,N,1.7964
   389 Industria (1894 BB),2.608283328,0.067201682,,8.121485206,282.2858817,264.8990667,2.433002302,2.783564354,4.212504234,45627,0,3229,7.88,74.378,,0.225,8.53,,0.855,0.42,,S,S,N,N,1.45103
   390 Alma (1894 BC),2.650938707,0.131944274,,12.16286045,305.2041758,190.2009554,2.301162523,3.000714891,4.316261336,45704,0,2159,10.39,25.688,,0.268,3.74,,0.789,0.293,,,DT,N,N,1.31688
   391 Ingeborg (1894 BE),2.32018549,0.305420605,,23.20080611,212.872769,147.0475348,1.611553034,3.028817945,3.534209271,45453,0,2115,10.8,15.751,,0.29,26.391,,,,,S,S,N,N,0.644475
   392 Wilhelmina (1894 BF),2.882277023,0.141171797,,14.32198293,209.8159704,173.8449155,2.475380795,3.28917325,4.893411988,45460,0,2318,9.8,60.75,,0.173,13.058,,,,,Ch,,N,N,1.4792
   393 Lampetia (1894 BG),2.77910151,0.330378967,,14.87763633,212.4447138,90.6513723,1.860944824,3.697258195,4.633026854,42335,0,2295,8.39,96.89,,0.022,38.455,,0.74,0.324,,Xc,C,N,N,0.916795
   394 Arduina (1894 BH),2.763996083,0.226718501,,6.219632025,66.90747964,271.1815857,2.137347034,3.390645132,4.595304951,45423,0,2648,9.66,29.97,,0.294,16.53,,0.826,0.411,,S,S,N,N,1.13859
   395 Delia (1894 BK),2.783981969,0.085157541,,3.35458871,259.2799527,10.71352462,2.54690491,3.021059028,4.645236497,42301,0,2870,10.38,44.189,,0.033,19.71,,0.726,0.356,,Ch,C,N,N,1.53041
   396 Aeolia (1894 BL),2.740616926,0.160232119,,2.551108227,249.9301635,21.85308909,2.301482068,3.179751783,4.537124594,34304,0,2405,10.1,39.242,,0.126,14.353,,,,,Xe,,N,N,1.28503
   397 Vienna (1894 BM),2.63502363,0.247396451,,12.8631462,227.9257319,140.1184399,1.983128137,3.286919124,4.277450314,44030,0,2436,9.31,49.032,,0.139,15.48,,0.823,0.362,,K,S,N,N,1.00115
   398 Admete (1894 BN),2.743276571,0.222596428,,9.542260107,279.848233,159.6945021,2.132633005,3.353920138,4.54373081,45524,0,2076,10.3,49.771,,0.054,20.998,,,,,C,,N,N,1.15119
   399 Persephone (1895 BP),3.05417331,0.075098402,,13.10135905,346.2665494,194.2049036,2.824809777,3.283536844,5.337633112,45464,0,2338,9,39.566,,0.311,9.136,,,,,X,,N,N,1.83129
   400 Ducrosa (1895 BU),3.125315645,0.116619872,,10.52765144,327.0374135,237.6102582,2.760841734,3.489789555,5.525213079,45447,0,1914,10.5,36.001,,0.112,6.87,,,,,,,N,N,1.77651
   401 Ottilia (1895 BT),3.343968193,0.032065911,,5.964089555,36.06766099,298.8144842,3.236740807,3.451195578,6.115069665,45446,0,2732,9.2,87.803,,0.052,6.049,,,,,,,N,N,2.23212
   402 Chloe (1895 BW),2.558791205,0.111908515,,11.83123003,129.3421125,17.71094163,2.272440683,2.845141728,4.09317654,45438,0,2587,9.02,55.421,,0.164,10.664,,0.808,0.402,,K,S,N,N,1.28817
   403 Cyane (1895 BX),2.808746772,0.09813677,,9.158848974,244.3578096,254.9881815,2.533105435,3.084388109,4.707356413,45375,0,2550,8.9,53.574,,0.173,12.283,,,,,S,S,N,N,1.56608
   404 Arsinoe (1895 BY),2.594236557,0.198651728,,14.10530435,92.59417386,120.5753546,2.078886982,3.109586132,4.178520766,43811,0,2407,9.01,94.97,,0.037,8.887,,0.675,0.333,,Ch,C,N,N,1.10866
   405 Thia (1895 BZ),2.585483566,0.242532617,,11.94163463,255.230746,308.9823523,1.958419472,3.212547661,4.15739103,43888,0,2194,8.46,108.894,,0.061,10.08,,0.698,0.388,,Ch,C,N,N,0.977069
   406 Erna (1895 CB),2.919612305,0.179056206,,4.189828911,315.5113064,37.23989278,2.396837603,3.442387007,4.9887987,42550,0,2956,10.36,46.266,,0.06,8.789,,0.738,0.273,,,P,N,N,1.39209
   407 Arachne (1895 CC),2.62511193,0.06971681,,7.521033756,294.5832315,82.51333216,2.4420975,2.80812636,4.253338437,43626,0,2630,8.88,95.07,,0.0548,22.627,,0.698,0.376,,,C,N,N,1.45597
   408 Fama (1895 CD),3.165005044,0.144634196,,9.086020908,297.1371691,108.6403953,2.707237083,3.622773004,5.630796239,41244,0,2349,9.3,35.62,,0.221,202.1,,,,,,,N,N,1.73404
   409 Aspasia (1895 CE),2.575545296,0.072590877,0.29,11.26815215,242.1528123,353.2236543,2.388584205,2.762506387,4.133443356,45178,0,2836,7.62,171.012,,0.054,9.022,,0.719,0.323,,Xc,CX,N,N,1.37686
   410 Chloris (1896 CH),2.724259913,0.242386933,,10.96656888,96.93169674,172.8561241,2.063934907,3.38458492,4.496566413,41402,0,2396,8.3,116.245,,0.044,32.5,,0.748,0.394,,Ch,C,N,N,1.04775
   411 Xanthe (1896 CJ),2.933919122,0.116043693,,15.35332488,107.3799544,181.0686359,2.593456311,3.274381934,5.025513094,45149,0,2585,9.3,76.53,,0.0831,11.344,,,,,,,N,N,1.57647
   412 Elisabetha (1896 CK),2.763192757,0.042719697,,13.76820283,106.4438346,91.65201976,2.64515,2.881235515,4.593301733,44190,0,2476,9.2,96.056,,0.044,19.635,,,,,C,,N,N,1.6834
   413 Edburga (1896 CL),2.585541898,0.341264698,,18.72616792,103.7147807,252.7869511,1.703187723,3.467896074,4.157531726,37443,0,2478,10.18,34.242,,0.129,15.773,,0.68,0.22,,X,M,N,N,0.795395
   414 Liriope (1896 CN),3.507366135,0.072463954,,9.556404917,110.5743632,318.9181218,3.253208517,3.761523752,6.568706521,40831,0,2897,9.49,88.76,,0.027,7.353,,0.75,0.384,,Cg,C,N,N,2.27564
   415 Palatia (1896 CO),2.798750751,0.299384794,,8.190715764,126.4537651,298.384211,1.960847334,3.636654167,4.682249338,43782,0,2645,9.21,83.56,,0.063,20.73,,0.714,0.231,,,DP,N,N,0.989757
   416 Vaticana (1896 CS),2.791704753,0.218183816,0.2,12.86312136,58.08693484,198.1221703,2.182599958,3.400809549,4.66457877,44089,0,2845,7.89,85.47,,0.1689,5.372,,0.892,0.459,,Sl,S,N,N,1.17168
   417 Suevia (1896 CT),2.798316972,0.135989858,,6.648538143,199.5053201,348.890037,2.417774243,3.178859701,4.681160826,42722,0,3092,9.34,54.874,,0.072,7.034,,0.755,0.357,,Xk,X,N,N,1.41916
   418 Alemannia (1896 CV),2.592492685,0.11967478,,6.818364128,248.8279265,126.522807,2.282236693,2.902748677,4.174308207,41419,0,2710,9.77,40.33,,0.201,4.671,,0.703,0.225,,,M,N,N,1.29109
   419 Aurelia (1896 CW),2.597553105,0.250784867,0.15,3.926308806,229.1222522,44.47650835,1.946126094,3.248980115,4.186536239,43919,0,2894,8.42,148.701,,0.034,16.784,,0.641,0.23,,,F,N,N,0.931765
   420 Bertholda (1896 CY),3.414893437,0.029977011,,6.689238845,242.6473951,235.9634124,3.31252514,3.517261734,6.310647705,43480,0,2992,8.4,138.699,,0.044,11.04,,0.691,0.229,,,P,N,N,2.33538
   421 Zahringia (1896 CZ),2.540322181,0.283518362,,7.785390662,187.3923779,209.173203,1.820094199,3.260550164,4.048940574,41917,0,2464,11.78,14.119,,0.172,6.42,,0.848,0.452,,,S,N,N,0.830405
   422 Berolina (1896 DA),2.228495332,0.21405675,,4.9948921,9.051797713,335.2899466,1.751470864,2.7055198,3.326793125,41214,0,2452,10.83,10.714,,0.716,25.978,,0.715,0.292,,,DX,N,N,0.744835
   423 Diotima (1896 DB),3.0664411,0.035881643,,11.24426484,69.37421166,198.5487926,2.956412156,3.176470044,5.369825132,43932,0,2957,7.24,175.859,,0.067,4.775,,0.668,0.308,,C,C,N,N,1.94249
   424 Gratia (1896 DF),2.776580041,0.107674982,,8.220062766,99.14872404,333.126228,2.477611835,3.075548246,4.626722991,44290,0,2471,9.5,102.565,,0.027,19.47,,,,,,,N,N,1.49564
   425 Cornelia (1896 DC),2.886808473,0.059694144,,4.047556689,61.06768156,121.4929867,2.714482912,3.059134035,4.90495649,43271,0,3053,9.8,67.925,,0.042,17.505,,,,,C,,N,N,1.71935
   426 Hippo (1897 DH),2.890206278,0.104819431,,19.48541448,311.3337582,222.5555611,2.587256501,3.193156055,4.913618818,42266,0,2129,8.42,137.562,,0.04,34.3,,0.71,0.345,,,F,N,N,1.6248
   427 Galene (1897 DJ),2.971398449,0.121049212,,5.125127708,297.4012965,11.86413505,2.61171301,3.331083889,5.122117547,41840,0,2815,10.1,32.193,,0.205,3.705,,,,,,,N,N,1.5965
   428 Monachia (1897 DK),2.309052744,0.177732026,,6.191017463,17.5793991,15.64996341,1.898660122,2.719445366,3.508802972,44378,0,2506,11.9,20.184,,0.069,3.63384,,,,,,,N,N,0.904664
   429 Lotis (1897 DL),2.606901546,0.122807166,,9.542354625,219.9413808,169.1562026,2.286755355,2.927047736,4.209157208,43046,0,2688,9.82,69.62,,0.043,13.577,,0.741,0.346,,,C,N,N,1.29235
   430 Hybris (1897 DM),2.8447404,0.254593541,,14.59588987,249.4312933,179.0191386,2.120487869,3.56899293,4.798131685,30546,0,1883,11.1,31.702,,0.054,7.205,,,,,,,N,N,1.13449
   431 Nephele (1897 DN),3.139731473,0.170101038,,1.82762527,117.1895917,216.9741875,2.60565989,3.673803057,5.563485519,42680,0,2941,8.72,101.9,,0.055,13.53,,0.643,0.334,,B,B,N,N,1.59502
   432 Pythia (1897 DO),2.36865592,0.146156338,,12.12223089,88.74995129,174.1582106,2.022461846,2.714849995,3.645534137,43329,0,2336,8.84,46.9,,0.2338,8.252,,0.87,0.44,,S,S,N,N,1.00665
   433 Eros (1898 DQ),1.458112259,0.222735721,0.46,10.82856733,304.3062625,178.8213598,1.133338574,1.782885943,1.760737622,45762,0,8146,11.16,16.84,34.4x11.2x11.2,0.25,5.27,4.46E-04,0.921,0.531,,S,S,Y,N,0.149341
   434 Hungaria (1898 DR),1.944104209,0.073742397,,22.50883957,175.3209546,124.031963,1.800741305,2.087467113,2.710737808,44070,0,2492,11.21,8.934,,0.726,26.521,,0.717,0.247,,Xe,E,N,N,0.833343
   435 Ella (1898 DS),2.448988548,0.155737098,,1.816627809,23.17922775,333.5414235,2.067590178,2.830386918,3.83255445,44070,0,3138,10.23,34.792,,0.118,4.623,,0.709,0.28,,,DCX,N,N,1.06264
   436 Patricia (1898 DT),3.201039108,0.068527477,,18.50488637,351.3292169,41.07385183,2.981679973,3.420398243,5.727230634,44169,0,2169,10,58.609,,0.06,16.133,,,,,,,N,N,2.00262
   437 Rhodia (1898 DP),2.385461476,0.249044895,,7.345720942,263.2132662,61.94608613,1.791374472,2.979548479,3.684400335,44222,0,2642,10.41,13.373,,0.677,433.2,,0.73,,,,,N,N,0.792382
   438 Zeuxo (1898 DU),2.554178643,0.068574924,,7.371863563,49.14304144,211.3199978,2.379026037,2.729331249,4.082113784,44110,0,2546,9.8,58.871,,0.061,8.831,,0.611,0.2,,,F:,N,N,1.36722
   439 Ohio (1898 EB),3.132603655,0.06515581,,19.12913298,201.4734846,244.2517036,2.928496325,3.336710985,5.544550939,44140,0,2813,9.83,70.421,,0.027,37.46,,0.72,0.217,,,X:,N,N,1.98922
   440 Theodora (1898 EC),2.210752856,0.107354323,,1.596837299,292.0555597,179.4527296,1.973418981,2.448086731,3.287142219,44141,0,2744,11.5,13.6,,0.63,4.828,,,,,,,N,N,0.990284
   441 Bathilde (1898 ED),2.806762588,0.080106251,,8.159243926,253.5269474,202.893438,2.581923359,3.031601818,4.702369166,44083,0,2561,8.51,65.131,,0.204,10.446,,0.701,0.25,,Xk,M,N,N,1.60079
   442 Eichsfeldia (1899 EE),2.344948752,0.071013246,,6.069627016,134.8951743,84.55437428,2.178426328,2.511471175,3.590940721,46532,0,2749,10.03,62.171,,0.044,11.871,,0.692,0.331,,Ch,C,N,N,1.18081
   443 Photographica (1899 EF),2.215192326,0.040800516,,4.234976603,175.417428,349.4168906,2.124811337,2.305573316,3.297048682,44006,0,2577,10.28,25.504,,0.21,19.795,,0.902,0.479,,Sl,S,N,N,1.13169
   444 Gyptis (1899 EL),2.769286299,0.175600725,0.22,10.27695964,195.7145525,154.7384266,2.282997617,3.255574981,4.608504202,43960,0,2654,7.83,159.331,,0.051,6.214,,0.676,0.293,,C,C,N,N,1.28175
   445 Edna (1899 EX),3.19736607,0.19663205,,21.30888165,292.01649,81.60115759,2.568661424,3.826070716,5.717375881,43786,0,2025,9.29,87.812,,0.044,19.97,,0.684,0.368,,,C,N,N,1.66959
   446 Aeternitas (1899 ER),2.788538957,0.126776591,,10.62230756,42.0844718,278.8767521,2.435017493,3.142060421,4.656646564,43759,0,2429,8.9,53.562,,0.317,15.7413,,1.026,0.615,,A,A,N,N,1.45034
   447 Valentine (1899 ES),2.986306071,0.044401101,,4.794325092,71.8315531,322.0896363,2.853710794,3.118901347,5.160712648,45459,0,2920,8.99,85.224,,0.061,9.651,,0.778,0.387,,,TD,N,N,1.86139
   448 Natalie (1899 ET),3.132350876,0.187669374,,12.72629214,37.27904926,293.9616358,2.544504549,3.720197203,5.543879844,43656,0,2396,10.3,50.534,,0.052,8.0646,,0.66,0.303,,,C,N,N,1.56682
   449 Hamburga (1899 EU),2.55100565,0.172768926,,3.084765383,85.91961641,47.26744291,2.110271143,2.991740157,4.074509484,43653,0,2648,9.47,85.59,,0.0393,18.263,,0.701,0.378,,,C,N,N,1.12652
   450 Brigitta (1899 EV),3.016501416,0.097019972,,10.13302966,14.37445491,358.7020972,2.723840532,3.309162301,5.239182208,43771,0,2405,10.1,37.038,,0.094,10.7657,,0.785,0.475,,,CSU,N,N,1.72351
   451 Patientia (1899 EY),3.059949789,0.075022123,0.19,15.2393176,89.24234942,336.6517905,2.83038586,3.289513718,5.352783184,43621,0,2862,6.65,253.9,,0.085,9.727,,0.666,0.31,,,CU,N,N,1.85076
   452 Hamiltonia (1899 FD),2.846580973,0.014624779,,3.224758458,92.47441842,63.73330425,2.804950355,2.88821159,4.80278909,43715,0,2499,11.8,11.563,,0.252,2.8813,,,,,,,N,N,1.81498
   453 Tea (1900 FA),2.183198005,0.108847823,,5.550035175,11.71347401,220.6255618,1.945561655,2.420834354,3.225877645,43543,0,2785,10.5,23.985,,0.137,6.812,,,,,S,S,N,N,0.939155
   454 Mathesis (1900 FC),2.627673566,0.10937097,,6.291840461,32.29096155,177.7023919,2.340282358,2.915064774,4.259565692,43504,0,2614,9.2,81.743,,0.055,8.378,,0.662,0.347,,,CB,N,N,1.33505
   455 Bruchsalia (1900 FG),2.656599936,0.294204586,,12.0153422,76.11392311,273.4796698,1.875016051,3.438183821,4.330095143,43455,0,2369,8.9,88.792,,0.034,11.85,,0.694,0.311,,,CP,N,N,0.914425
   456 Abnoba (1900 FH),2.789067699,0.178834383,,14.43869236,229.2073005,6.814591003,2.290286497,3.287848901,4.657971064,43412,0,2635,9.1,37.713,,0.286,18.281,,,,,S,,N,N,1.2797
   457 Alleghenia (1900 FJ),3.097001889,0.170969982,,12.97503202,249.4459101,130.3748123,2.567507531,3.626496246,5.450299999,43440,0,2169,11.1,18.739,,0.208,21.953,,,,,,,N,N,1.59286
   458 Hercynia (1900 FK),2.992953327,0.241691733,,12.65385536,134.1399782,277.1629609,2.269581252,3.716325403,5.177953177,43433,0,2286,9.63,36.698,,0.191,21.806,,0.885,0.471,,L,S,N,N,1.32145
   459 Signe (1900 FM),2.619956436,0.21048808,,10.29948386,29.48006771,19.59122425,2.068486837,3.171426035,4.240814805,43400,0,1946,10.44,25.784,,0.221,5.5362,,0.869,0.453,,,S,N,N,1.08056
   460 Scania (1900 FN),2.716135241,0.106302266,,4.636798688,205.2192619,162.0178403,2.42740391,3.004866572,4.476465976,43299,0,2388,10.8,19.689,,0.262,164.1,,,,,K,,N,N,1.42591
   461 Saskia (1900 FP),3.129254082,0.140837027,,1.462767945,156.8884348,306.3374744,2.688539239,3.569968924,5.535660451,43401,0,2565,10.48,43.603,,0.057,7.348,,0.61,0.31,,,FCX,N,N,1.70591
   462 Eriphyla (1900 FQ),2.872398804,0.08799001,,3.192670006,105.275106,251.1954773,2.619656404,3.125141203,4.868277301,43300,0,2536,9.23,34.274,,0.259,8.659,,0.834,0.421,,S,S,N,N,1.61635
   463 Lola (1900 FS),2.398437462,0.219090057,,13.53836674,36.51344352,329.5857971,1.872963662,2.923911263,3.714503747,43390,0,2156,11.82,20.908,,0.082,6.206,,0.713,0.294,,,X,N,N,0.884729
   464 Megaira (1901 FV),2.800234947,0.205535878,,10.17000774,102.3661997,258.2826499,2.224686199,3.375783694,4.685974373,43220,0,2498,9.52,77.056,,0.045,12.726,,0.638,,,C,FXU:,N,N,1.24714
   465 Alekto (1901 FW),3.094579593,0.206188088,,4.648091421,300.5815931,284.0171455,2.456514144,3.732645043,5.443906886,43316,0,3931,9.8,73.34,,0.0433,10.936,,,,,,,N,N,1.45276
   466 Tisiphone (1901 FX),3.352213629,0.091914072,,19.11586077,290.8540949,250.1477754,3.044098024,3.660329234,6.137701079,43211,0,2336,8.5,95.495,,0.092,8.834,,0.659,0.342,,,C,N,N,2.11451
   467 Laura (1901 FY),2.949620225,0.106636808,,6.432455846,322.271873,92.3022856,2.63508214,3.26415831,5.065908671,43320,0,2251,10.8,39.471,,0.037,70.63,,,,,,,N,N,1.65602
   468 Lina (1901 FZ),3.130935028,0.197581558,,0.437146558,21.43290179,333.0353882,2.512320007,3.749550048,5.540121449,43314,0,3669,9.83,60.238,,0.057,16.33,,0.66,0.313,,,CPF,N,N,1.50664
   469 Argentina (1901 GE),3.17978378,0.158790266,,11.59422266,333.4428725,209.8585077,2.674865067,3.684702493,5.670281068,43180,0,2564,8.62,133.718,,0.035,17.5727,,0.655,0.268,,,X,N,N,1.68599
   470 Kilia (1901 GJ),2.405197289,0.094003255,,7.226291596,173.2339714,47.24118156,2.179100915,2.631293662,3.730218406,43084,0,2788,10.07,27.75,,0.148,290,,0.886,0.466,,S,S,N,N,1.17956
   471 Papagena (1901 GN),2.893827047,0.228618659,0.37,15.01716456,83.81346004,315.1361916,2.232244189,3.555409904,4.922855173,43192,0,2840,6.73,148.128,,0.164,7.113,,0.828,0.473,,S,S,N,N,1.26726
   472 Roma (1901 GP),2.543498479,0.094363195,,15.80911875,127.0649206,296.580851,2.303485836,2.783511122,4.056536851,43134,0,2780,8.92,50.278,,0.189,9.8007,,0.882,0.473,,,S,N,N,1.36132
   473 Nolli (1901 GC),2.663656001,0.105674168,,12.91375261,332.2023485,152.7211048,2.38217637,2.945135632,4.347358025,43287,0,2002,11.7,12.394,,0.138,3.0785,,,,,,,N,N,1.40378
   474 Prudentia (1901 GD),2.453535907,0.210122932,,8.794412614,161.8069332,156.0831052,1.937991749,2.969080065,3.843234015,43167,0,2857,10.9,39.356,,0.062,8.572,,,,,,,N,N,0.928008
   475 Ocllo (1901 HN),2.594979366,0.378618515,,18.94408397,34.43807949,305.8805584,1.612472132,3.5774866,4.180315551,38093,0,2962,11.88,24.741,,0.057,7.3151,,0.695,,,,X,N,N,0.676416
   476 Hedwig (1901 GQ),2.650767958,0.072485601,,10.92618377,286.3415554,0.897329736,2.458625451,2.842910466,4.315844322,42971,0,2224,8.55,138.493,,0.035,27.33,,0.716,0.375,,X,P,N,N,1.4416
   477 Italia (1901 GR),2.415682815,0.187724143,,5.287415632,10.66570691,322.6637774,1.962200829,2.869164802,3.754637963,42988,0,2689,10.25,22.988,,0.246,19.413,,0.884,0.469,,S,S,N,N,0.954584
   478 Tergeste (1901 GU),3.016198754,0.082863279,,13.18342321,233.9014568,239.5844659,2.766266635,3.266130874,5.238393715,43062,0,2329,7.98,80.738,,0.174,16.101,,0.85,0.445,,L,S,N,N,1.80949
   479 Caprera (1901 HJ),2.720197662,0.21885297,,8.682385495,136.0216293,269.7836512,2.124874324,3.315521001,4.486512653,42915,0,2505,9.8,60.088,,0.071,9.43,,,,,C,,N,N,1.15491
   480 Hansa (1901 GL),2.644255307,0.046215646,,21.30695074,237.1840004,214.135937,2.522049339,2.766461275,4.299948749,43183,0,2721,8.38,56.22,,0.2485,16.19,,0.854,0.439,,,S,N,N,1.54873
   481 Emita (1902 HP),2.7405136,0.157416401,,9.844594495,66.7413258,349.643421,2.309111813,3.171915387,4.536868011,42925,0,3356,8.8,121.552,,0.032,14.412,,,,,Ch,C,N,N,1.32166
   482 Petrina (1902 HT),2.999484148,0.097332361,,14.47113119,179.4002992,87.29289717,2.707537273,3.291431022,5.194910369,42904,0,2568,8.84,45.751,,0.246,11.7922,,0.871,0.455,,,S,N,N,1.74194
   483 Seppina (1902 HU),3.422478671,0.050957484,,18.75601119,173.9357381,161.747975,3.24807777,3.596879573,6.331685394,42660,0,2467,8.33,66.858,,0.184,12.727,,0.863,0.41,,,S,N,N,2.24365
   484 Pittsburghia (1902 HX),2.666794725,0.058165075,,12.513642,127.2618928,191.4147935,2.51168041,2.821909041,4.355044364,42745,0,2393,9.86,30.06,,0.222,10.63,,0.85,,,S,,N,N,1.49793
   485 Genua (1902 HZ),2.748847677,0.19248554,,13.86595154,193.4373271,272.3557721,2.219734247,3.277961108,4.557579096,42687,0,2415,8.3,63.88,,0.2072,17.59,,0.848,0.427,,S,,N,N,1.28699
   486 Cremona (1902 JB),2.352452475,0.162066729,,11.09247901,94.22252326,124.5482656,1.971198196,2.733706753,3.608190759,42813,0,2769,11.1,22.781,,0.15,65.15,,,,,,,N,N,0.984815
   487 Venetia (1902 JL),2.670236125,0.087817502,,10.24595094,114.8042192,280.3767575,2.43574266,2.90472959,4.363477117,42773,0,2591,8.14,59.046,,0.328,13.34,,0.852,0.424,,,S,N,N,1.46779
   488 Kreusa (1902 JG),3.167262904,0.158478744,,11.52046412,84.21884852,71.55584673,2.665319057,3.669206751,5.636822685,43185,0,2185,7.81,168.117,,0.047,32.666,,0.691,0.368,,,C,N,N,1.70416
   489 Comacina (1902 JM),3.152963475,0.047239351,,12.98545649,166.7344089,10.97740008,3.004019528,3.301907423,5.598692459,42722,0,2572,8.32,139.39,,0.0427,9.02,,0.697,0.369,,,C,N,N,2.01025
   490 Veritas (1902 JP),3.171908236,0.093738903,,9.278218336,178.325857,193.9424722,2.874577037,3.469239436,5.649228276,42716,0,2790,8.32,118.803,,0.059,7.93,,0.75,0.39,,Ch,C,N,N,1.87431
   491 Carina (1902 JQ),3.189496347,0.087240213,,18.86353743,175.4090128,232.9692875,2.911244004,3.467748689,5.696280485,42618,0,2650,9,91.176,,0.037,15.153,,,,,C,,N,N,1.95286
   492 Gismonda (1902 JR),3.114706897,0.178135725,,1.618390661,46.21417986,296.6470229,2.559866326,3.669547468,5.497104324,42598,0,2946,10,53.418,,0.069,6.488,,,,,,,N,N,1.5516
   493 Griseldis (1902 JS),3.117890202,0.175726925,,15.17349028,357.3525301,46.98302064,2.569992946,3.665787458,5.505533736,42543,0,2036,10.8,41.55,,0.081,51.94,,,,,,,N,N,1.60188
   494 Virtus (1902 JV),2.986421418,0.064601481,,7.084995475,38.21260842,217.7224888,2.793494172,3.179348664,5.161011653,42686,0,3077,8.96,100.786,,0.065,5.57,,0.728,0.373,,Ch,C,N,N,1.78295
   495 Eulalia (1902 KG),2.488383161,0.128481979,,2.278193278,186.42874,207.5073894,2.168670768,2.808095554,3.92540149,42670,0,2596,10.78,37.287,,0.062,28.967,,0.69,0.16,,,,N,N,1.17452
   496 Gryphia (1902 KH),2.198598381,0.079486218,,3.791419653,207.593242,259.0049692,2.023840111,2.373356652,3.260070997,42668,0,2642,11.61,14.403,,0.193,1072,,0.861,0.507,,S,S,N,N,1.04487
   497 Iva (1902 KJ),2.851460865,0.300335003,0.11,4.819987652,6.314226793,3.567704751,1.995067358,3.707854373,4.81514451,42558,0,2508,10.02,40.932,,0.119,4.62,,0.696,0.245,,,M,N,N,0.9939
   498 Tokio (1902 KU),2.65201577,0.222516998,,9.496748513,97.21219009,241.7565909,2.061897182,3.242134358,4.318892116,42156,0,3705,8.95,81.83,,0.0694,41.85,,0.78,0.375,,,M,N,N,1.07129
   499 Venusia (1902 KX),4.006096753,0.215742502,,2.092632638,256.2444214,174.818402,3.141811418,4.870382088,8.018448665,42609,0,2492,9.39,77.328,,0.052,13.48,,0.663,0.291,,,P,N,N,2.15619
